ItemType	Code	Equiv1	Equiv2	*skillID	*CTC	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol	UICategory	RunewordCategory1	RunewordCategory2	Restricted
a195	a195			216	id 4 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a196	a196			217	id 4 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a197	a197			218	id 4 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a198	a198			219	id 4 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a199	a199			220	id 4 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a200	a200			221	id 4 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a201	a201			222	id 4 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a202	a202			223	id 4 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a203	a203			224	id 4 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a204	a204			225	id 4 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a205	a205			226	id 4 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a206	a206			227	id 5 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a207	a207			228	id 5 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a208	a208			229	id 5 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a209	a209			230	id 5 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a210	a210			231	id 5 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a211	a211			232	id 5 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a212	a212			233	id 5 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a213	a213			234	id 5 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a214	a214			235	id 5 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a215	a215			236	id 5 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a216	a216			237	id 5 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a217	a217			238	id 5 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a218	a218			239	id 5 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a219	a219			240	id 5 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a220	a220			241	id 5 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a221	a221			242	id 5 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a222	a222			243	id 5 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a223	a223			244	id 5 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a224	a224			245	id 5 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a225	a225			246	id 5 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a226	a226			247	id 5 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a227	a227			248	id 5 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a228	a228			249	id 5 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a229	a229			250	id 5 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a230	a230			251	id 5 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a231	a231			252	id 5 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a232	a232			253	id 5 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a233	a233			254	id 5 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a234	a234			255	id 5 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a235	a235			256	id 5 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a236	a236			257	id 5 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a237	a237			258	id 5 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a238	a238			259	id 5 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a239	a239			260	id 5 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a240	a240			261	id 5 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a241	a241			262	id 5 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a242	a242			263	id 5 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a243	a243			264	id 5 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a244	a244			265	id 5 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a245	a245			266	id 5 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a246	a246			267	id 5 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a247	a247			268	id 5 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a248	a248			269	id 5 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a249	a249			270	id 5 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a250	a250			271	id 5 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a251	a251			272	id 5 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a252	a252			273	id 5 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a253	a253			274	id 5 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a254	a254			275	id 5 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a255	a255			276	id 5 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a256	a256			277	id 5 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a257	a257			278	id 5 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a258	a258			279	id 5 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a259	a259			280	id 5 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a260	a260			281	id 5 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a261	a261			282	id 5 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a262	a262			283	id 5 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a263	a263			284	id 5 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a264	a264			285	id 5 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a265	a265			286	id 5 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a266	a266			287	id 5 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a267	a267			288	id 5 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a268	a268			289	id 5 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a269	a269			290	id 5 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a270	a270			291	id 6 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a271	a271			292	id 6 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a272	a272			293	id 6 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a273	a273			294	id 6 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a274	a274			295	id 6 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a275	a275			296	id 6 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a276	a276			297	id 6 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a277	a277			298	id 6 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a278	a278			299	id 6 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a279	a279			300	id 6 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a280	a280			301	id 6 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a281	a281			302	id 6 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a282	a282			303	id 6 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a283	a283			304	id 6 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a284	a284			305	id 6 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a285	a285			306	id 6 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a286	a286			307	id 6 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a287	a287			308	id 6 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a288	a288			309	id 6 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a289	a289			310	id 6 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a290	a290			311	id 6 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a291	a291			312	id 6 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a292	a292			313	id 6 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a293	a293			314	id 6 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a294	a294			315	id 6 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a295	a295			316	id 6 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a296	a296			317	id 6 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a297	a297			318	id 6 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a298	a298			319	id 6 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a299	a299			320	id 6 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a300	a300			321	id 6 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a301	a301			322	id 6 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a302	a302			323	id 6 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a303	a303			324	id 6 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a304	a304			325	id 6 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a305	a305			326	id 6 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a306	a306			327	id 6 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a307	a307			328	id 6 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a308	a308			329	id 6 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a309	a309			330	id 6 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a310	a310			331	id 6 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a311	a311			332	id 6 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a312	a312			333	id 6 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a313	a313			334	id 6 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a314	a314			335	id 6 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a315	a315			336	id 6 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a316	a316			337	id 6 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a317	a317			338	id 6 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a318	a318			339	id 6 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a319	a319			340	id 6 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a320	a320			341	id 6 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a321	a321			342	id 6 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a322	a322			343	id 6 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a323	a323			344	id 6 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a324	a324			345	id 6 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a325	a325			346	id 6 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a326	a326			347	id 6 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a327	a327			348	id 6 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a328	a328			349	id 6 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a329	a329			350	id 6 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a330	a330			351	id 6 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a331	a331			352	id 6 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a332	a332			353	id 6 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a333	a333			354	id 6 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a334	a334			355	id 7 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a335	a335			356	id 7 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a336	a336			357	id 7 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a337	a337			358	id 7 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a338	a338			359	id 7 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a339	a339			360	id 7 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a340	a340			361	id 7 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a341	a341			362	id 7 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a342	a342			363	id 7 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a343	a343			364	id 7 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a344	a344			365	id 7 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a345	a345			366	id 7 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a346	a346			367	id 7 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a347	a347			368	id 7 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a348	a348			369	id 7 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a349	a349			370	id 7 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a350	a350			371	id 7 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a351	a351			372	id 7 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a352	a352			373	id 7 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a353	a353			374	id 7 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a354	a354			375	id 7 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a355	a355			376	id 7 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a356	a356			377	id 7 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a357	a357			378	id 7 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a358	a358			379	id 7 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a359	a359			380	id 7 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a360	a360			381	id 7 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a361	a361			382	id 7 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a362	a362			383	id 7 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a363	a363			384	id 7 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a364	a364			385	id 7 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a365	a365			386	id 7 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a366	a366			387	id 7 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a367	a367			388	id 7 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a368	a368			389	id 7 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a369	a369			390	id 7 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a370	a370			391	id 7 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a371	a371			392	id 7 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a372	a372			393	id 7 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a373	a373			394	id 7 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a374	a374			395	id 7 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a375	a375			396	id 7 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a376	a376			397	id 7 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a377	a377			398	id 7 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a378	a378			399	id 7 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a379	a379			400	id 7 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a380	a380			401	id 7 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a381	a381			402	id 7 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a382	a382			403	id 7 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a383	a383			404	id 7 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a384	a384			405	id 7 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a385	a385			406	id 7 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a386	a386			407	id 7 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a387	a387			408	id 7 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a388	a388			409	id 7 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a389	a389			410	id 7 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a390	a390			411	id 7 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a391	a391			412	id 7 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a392	a392			413	id 7 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a393	a393			414	id 7 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a394	a394			415	id 7 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a395	a395			416	id 7 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a396	a396			417	id 7 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a397	a397			418	id 7 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a398	a398			419	id 8 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a399	a399			420	id 8 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a400	a400			421	id 8 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a401	a401			422	id 8 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a402	a402			423	id 8 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a403	a403			424	id 8 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a404	a404			425	id 8 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a405	a405			426	id 8 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a406	a406			427	id 8 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a407	a407			428	id 8 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a408	a408			429	id 8 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a409	a409			430	id 8 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a410	a410			431	id 8 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a411	a411			432	id 8 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a412	a412			433	id 8 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a413	a413			434	id 8 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a414	a414			435	id 8 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a415	a415			436	id 8 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a416	a416			437	id 8 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a417	a417			438	id 8 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a418	a418			439	id 8 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a419	a419			440	id 8 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a420	a420			441	id 8 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a421	a421			442	id 8 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a422	a422			443	id 8 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a423	a423			444	id 8 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a424	a424			445	id 8 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a425	a425			446	id 8 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a426	a426			447	id 8 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a427	a427			448	id 8 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a428	a428			449	id 8 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a429	a429			450	id 8 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a430	a430			451	id 8 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a431	a431			452	id 8 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a432	a432			453	id 8 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a433	a433			454	id 8 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a434	a434			455	id 8 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a435	a435			456	id 8 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a436	a436			457	id 8 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a437	a437			458	id 8 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a438	a438			459	id 8 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a439	a439			460	id 8 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a440	a440			461	id 8 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a441	a441			462	id 8 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a442	a442			463	id 8 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a443	a443			464	id 8 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a444	a444			465	id 8 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a445	a445			466	id 8 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a446	a446			467	id 8 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a447	a447			468	id 8 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
a448	a448			469	id 8 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
